AgentID,Date,Year,Month,Day,TotalEventsManaged,TotalContractsManaged,TotalRevenueGenerated,TotalAgentPayments,HighestRevenueEvent,AvgArtistsPerYear,TotalStatesCovered,TotalCitiesCovered,AdjustedLeaded,Quarter
203,2019-06-17,2019,6,17,3,3,2275.0,43500.0,1675.0,45.73,2,3,0,2019Q2
203,2019-06-20,2019,6,20,4,4,2767.5,52350.0,1012.5,45.73,1,2,0,2019Q2
203,2019-06-24,2019,6,24,3,3,2390.0,46800.0,1100.0,45.73,2,3,0,2019Q2
203,2019-06-25,2019,6,25,1,1,125.0,2500.0,125.0,45.73,1,1,0,2019Q2
203,2019-06-26,2019,6,26,3,3,1820.0,36400.0,1380.0,45.73,2,2,0,2019Q2
203,2019-07-01,2019,7,1,2,2,810.0,15200.0,460.0,45.73,1,2,0,2019Q3
203,2019-07-08,2019,7,8,4,4,2452.0,47040.0,1530.0,45.73,2,2,0,2019Q3
203,2019-07-09,2019,7,9,1,1,44.0,880.0,44.0,45.73,1,1,0,2019Q3
203,2019-07-15,2019,7,15,2,2,1600.0,30000.0,1500.0,45.73,2,2,0,2019Q3
203,2019-07-16,2019,7,16,4,4,2700.0,54000.0,1550.0,45.73,1,3,0,2019Q3
203,2019-07-18,2019,7,18,1,1,1200.0,24000.0,1200.0,45.73,1,1,0,2019Q3
203,2019-07-19,2019,7,19,1,1,1550.0,30000.0,1500.0,45.73,1,1,0,2019Q3
203,2019-07-22,2019,7,22,1,2,720.0,13400.0,570.0,45.73,1,1,0,2019Q3
203,2019-07-26,2019,7,26,1,1,1200.0,24000.0,1200.0,45.73,1,1,1,2019Q3
203,2019-07-29,2019,7,29,2,2,325.0,5500.0,150.0,45.73,1,1,0,2019Q3
203,2019-08-01,2019,8,1,1,1,1200.0,23000.0,1150.0,45.73,1,1,0,2019Q3
203,2019-08-06,2019,8,6,1,1,1040.0,20800.0,1040.0,45.73,1,1,0,2019Q3
203,2019-08-08,2019,8,8,1,1,60.0,1200.0,60.0,45.73,1,1,0,2019Q3
203,2019-08-12,2019,8,12,1,1,425.0,7500.0,375.0,45.73,1,1,0,2019Q3
203,2019-08-13,2019,8,13,2,2,250.0,5000.0,150.0,45.73,1,2,0,2019Q3
203,2019-08-15,2019,8,15,3,3,2130.0,39600.0,980.0,45.73,2,2,0,2019Q3
203,2019-08-16,2019,8,16,1,1,257.5,5150.0,257.5,45.73,1,1,0,2019Q3
203,2019-08-19,2019,8,19,4,6,1147.5,18950.0,380.0,45.73,1,2,0,2019Q3
203,2019-08-20,2019,8,20,2,2,1350.0,26000.0,1200.0,45.73,1,2,0,2019Q3
203,2019-08-23,2019,8,23,1,1,1200.0,24000.0,1200.0,45.73,1,1,0,2019Q3
203,2019-08-26,2019,8,26,3,3,1670.0,33400.0,1200.0,45.73,2,3,0,2019Q3
203,2019-09-05,2019,9,5,1,1,850.0,16000.0,800.0,45.73,1,1,0,2019Q3
203,2019-09-09,2019,9,9,1,1,1550.0,31000.0,1550.0,45.73,1,1,0,2019Q3
203,2019-09-13,2019,9,13,3,3,2065.0,39300.0,1200.0,45.73,1,3,0,2019Q3
203,2019-09-16,2019,9,16,1,1,3050.0,61000.0,3050.0,45.73,1,1,0,2019Q3
203,2019-09-17,2019,9,17,5,6,4070.0,76400.0,1750.0,45.73,1,2,0,2019Q3
203,2019-09-18,2019,9,18,1,2,2780.0,53600.0,1380.0,45.73,1,1,0,2019Q3
203,2019-09-19,2019,9,19,3,3,1860.0,35200.0,880.0,45.73,2,3,0,2019Q3
203,2019-09-23,2019,9,23,2,2,1735.0,33700.0,860.0,45.73,1,1,0,2019Q3
203,2019-09-24,2019,9,24,2,2,449.0,7980.0,299.0,45.73,1,2,0,2019Q3
203,2019-09-26,2019,9,26,1,1,700.0,14000.0,700.0,45.73,1,1,0,2019Q3
203,2019-09-27,2019,9,27,1,1,670.0,12400.0,620.0,45.73,1,1,0,2019Q3
203,2019-09-30,2019,9,30,7,7,4335.0,82700.0,1650.0,45.73,1,2,0,2019Q3
203,2019-10-01,2019,10,1,1,1,300.0,6000.0,300.0,45.73,1,1,0,2019Q4
203,2019-10-03,2019,10,3,1,1,250.0,4000.0,200.0,45.73,1,1,0,2019Q4
203,2019-10-04,2019,10,4,2,2,2350.0,45000.0,2000.0,45.73,2,2,0,2019Q4
203,2019-10-07,2019,10,7,2,2,2115.0,40300.0,1065.0,45.73,1,1,0,2019Q4
203,2019-10-10,2019,10,10,2,2,1645.0,31900.0,1420.0,45.73,1,2,0,2019Q4
203,2019-10-11,2019,10,11,4,4,1355.0,25100.0,740.0,45.73,1,2,1,2019Q4
203,2019-10-18,2019,10,18,1,1,1430.0,28600.0,1430.0,45.73,1,1,0,2019Q4
203,2019-10-21,2019,10,21,2,2,1200.0,24000.0,700.0,45.73,1,1,0,2019Q4
203,2019-10-22,2019,10,22,1,1,1550.0,30000.0,1500.0,45.73,1,1,0,2019Q4
203,2019-10-24,2019,10,24,2,2,1680.0,33600.0,1340.0,45.73,1,2,0,2019Q4
203,2019-10-25,2019,10,25,1,1,425.0,8500.0,425.0,45.73,1,1,1,2019Q4
203,2019-10-28,2019,10,28,2,2,2290.0,44800.0,1340.0,45.73,1,2,0,2019Q4
203,2019-10-29,2019,10,29,2,2,1325.0,25500.0,1175.0,45.73,2,2,0,2019Q4
203,2019-11-01,2019,11,1,2,2,350.0,7000.0,650.0,45.73,1,2,0,2019Q4
203,2019-11-04,2019,11,4,4,4,2075.0,40500.0,900.0,45.73,2,3,0,2019Q4
203,2019-11-05,2019,11,5,2,2,435.0,8700.0,335.0,45.73,2,2,0,2019Q4
203,2019-11-07,2019,11,7,1,1,290.0,5800.0,290.0,45.73,1,1,0,2019Q4
203,2019-11-13,2019,11,13,5,6,3775.0,45500.0,500.0,45.73,1,2,0,2019Q4
203,2019-11-14,2019,11,14,1,1,650.0,12000.0,600.0,45.73,1,1,0,2019Q4
203,2019-11-15,2019,11,15,2,2,1855.0,37100.0,1790.0,45.73,1,2,0,2019Q4
203,2019-11-18,2019,11,18,4,4,2900.0,52000.0,1100.0,45.73,2,4,0,2019Q4
203,2019-11-19,2019,11,19,2,2,795.0,14900.0,625.0,45.73,1,2,0,2019Q4
203,2019-11-21,2019,11,21,1,1,925.0,17500.0,875.0,45.73,1,1,0,2019Q4
203,2019-11-27,2019,11,27,1,1,125.0,2500.0,125.0,45.73,1,1,0,2019Q4
203,2019-12-02,2019,12,2,1,1,340.0,6800.0,340.0,45.73,1,1,0,2019Q4
203,2019-12-05,2019,12,5,1,1,1200.0,23000.0,1150.0,45.73,1,1,0,2019Q4
203,2019-12-06,2019,12,6,1,1,800.0,15000.0,750.0,45.73,1,1,0,2019Q4
203,2019-12-09,2019,12,9,2,2,1550.0,30000.0,1100.0,45.73,1,2,0,2019Q4
203,2019-12-11,2019,12,11,1,1,1450.0,28000.0,1400.0,45.73,1,1,0,2019Q4
203,2019-12-13,2019,12,13,1,1,2800.0,55000.0,2750.0,45.73,1,1,1,2019Q4
203,2019-12-16,2019,12,16,3,3,2700.0,53000.0,1150.0,45.73,2,3,0,2019Q4
203,2019-12-17,2019,12,17,1,1,450.0,8000.0,400.0,45.73,1,1,0,2019Q4
203,2019-12-20,2019,12,20,1,1,625.0,12500.0,625.0,45.73,1,1,1,2019Q4
203,2019-12-26,2019,12,26,5,5,4240.0,82800.0,1950.0,45.73,1,1,0,2019Q4
203,2020-01-06,2020,1,6,2,2,2905.0,58100.0,2100.0,45.73,1,2,0,2020Q1
203,2020-01-08,2020,1,8,1,1,1200.0,24000.0,1200.0,45.73,1,1,0,2020Q1
203,2020-01-10,2020,1,10,1,1,1840.0,35800.0,1790.0,45.73,1,1,0,2020Q1
203,2020-01-13,2020,1,13,2,2,1020.0,20400.0,820.0,45.73,1,1,0,2020Q1
203,2020-01-14,2020,1,14,1,1,30.0,600.0,30.0,45.73,1,1,0,2020Q1
203,2020-01-15,2020,1,15,1,1,890.0,17800.0,890.0,45.73,1,1,0,2020Q1
203,2020-01-16,2020,1,16,3,3,2150.0,42000.0,960.0,45.73,1,2,0,2020Q1
203,2020-01-17,2020,1,17,1,1,1250.0,25000.0,1250.0,45.73,1,1,0,2020Q1
203,2020-01-20,2020,1,20,2,2,2341.5,46830.0,2000.0,45.73,1,2,0,2020Q1
203,2020-01-21,2020,1,21,3,3,3600.0,61000.0,1800.0,45.73,1,3,0,2020Q1
203,2020-01-22,2020,1,22,2,2,815.0,16300.0,575.0,45.73,1,1,0,2020Q1
203,2020-01-24,2020,1,24,2,2,1350.0,26000.0,1100.0,45.73,1,1,0,2020Q1
203,2020-01-27,2020,1,27,4,5,720.0,10400.0,390.0,45.73,1,2,0,2020Q1
203,2020-01-28,2020,1,28,1,1,670.0,12400.0,620.0,45.73,1,1,0,2020Q1
203,2020-01-30,2020,1,30,1,1,1250.0,25000.0,1250.0,45.73,1,1,0,2020Q1
203,2020-01-31,2020,1,31,2,2,3650.0,71000.0,1500.0,45.73,1,2,0,2020Q1
203,2020-02-03,2020,2,3,1,1,300.0,6000.0,300.0,45.73,1,1,0,2020Q1
203,2020-02-04,2020,2,4,3,3,1845.0,36900.0,1400.0,45.73,1,3,0,2020Q1
203,2020-02-05,2020,2,5,1,1,340.0,6800.0,340.0,45.73,1,1,0,2020Q1
203,2020-02-10,2020,2,10,3,3,1302.5,23050.0,750.0,45.73,2,2,0,2020Q1
203,2020-02-11,2020,2,11,1,1,550.0,10000.0,500.0,45.73,1,1,0,2020Q1
203,2020-02-12,2020,2,12,3,3,2760.0,55200.0,2000.0,45.73,2,3,0,2020Q1
203,2020-02-18,2020,2,18,2,2,1030.0,19600.0,980.0,45.73,2,2,0,2020Q1
203,2020-02-19,2020,2,19,2,2,2690.0,52800.0,1740.0,45.73,2,2,0,2020Q1
203,2020-02-21,2020,2,21,1,1,175.0,2500.0,125.0,45.73,1,1,0,2020Q1
203,2020-02-24,2020,2,24,3,3,1880.0,36600.0,900.0,45.73,1,3,0,2020Q1
203,2020-02-25,2020,2,25,1,1,2100.0,42000.0,2100.0,45.73,1,1,0,2020Q1
203,2020-02-26,2020,2,26,1,1,1250.0,25000.0,1250.0,45.73,1,1,0,2020Q1
203,2020-02-28,2020,2,28,1,1,1550.0,30000.0,1500.0,45.73,1,1,0,2020Q1
203,2020-03-02,2020,3,2,3,3,4100.0,81000.0,2200.0,45.73,3,3,0,2020Q1
203,2020-03-05,2020,3,5,1,1,150.0,0.0,150.0,45.73,1,1,0,2020Q1
203,2020-03-06,2020,3,6,2,2,1720.0,34400.0,1440.0,45.73,1,1,0,2020Q1
203,2020-03-09,2020,3,9,2,2,620.0,12400.0,400.0,45.73,1,2,0,2020Q1
203,2020-03-10,2020,3,10,3,3,1400.0,28000.0,600.0,45.73,1,1,0,2020Q1
203,2020-03-11,2020,3,11,1,1,500.0,10000.0,500.0,45.73,1,1,0,2020Q1
203,2020-03-12,2020,3,12,3,3,705.0,8500.0,325.0,45.73,1,3,0,2020Q1
203,2020-03-16,2020,3,16,5,5,3841.5,74830.0,2150.0,45.73,1,3,0,2020Q1
203,2020-03-18,2020,3,18,6,9,2220.0,43400.0,2243.0,45.73,2,5,0,2020Q1
203,2020-03-19,2020,3,19,4,7,2030.0,39600.0,1350.0,45.73,1,3,0,2020Q1
203,2020-03-23,2020,3,23,3,3,2460.0,49200.0,1450.0,45.73,1,3,0,2020Q1
203,2020-03-24,2020,3,24,4,6,1140.0,19800.0,1200.0,45.73,1,2,0,2020Q1
203,2020-04-01,2020,4,1,3,4,1435.0,28700.0,895.0,45.73,2,3,0,2020Q2
203,2020-04-03,2020,4,3,4,5,100.0,0.0,1250.0,45.73,1,3,0,2020Q2
203,2020-04-08,2020,4,8,1,1,50.0,1000.0,50.0,45.73,1,1,0,2020Q2
203,2020-04-09,2020,4,9,1,1,200.0,4000.0,200.0,45.73,1,1,0,2020Q2
203,2020-04-13,2020,4,13,3,3,780.0,14600.0,300.0,45.73,1,3,0,2020Q2
203,2020-04-14,2020,4,14,1,1,50.0,1000.0,50.0,45.73,1,1,0,2020Q2
203,2020-04-20,2020,4,20,2,2,1870.0,35400.0,1250.0,45.73,1,2,0,2020Q2
203,2020-04-21,2020,4,21,1,1,190.0,2800.0,140.0,45.73,1,1,0,2020Q2
203,2020-04-22,2020,4,22,1,1,1000.0,20000.0,1000.0,45.73,1,1,0,2020Q2
203,2020-04-23,2020,4,23,3,3,1490.0,27800.0,1540.0,45.73,1,2,0,2020Q2
203,2020-04-27,2020,4,27,1,1,250.0,4000.0,200.0,45.73,1,1,0,2020Q2
203,2020-04-29,2020,4,29,1,2,150.0,2000.0,1300.0,45.73,1,1,0,2020Q2
203,2020-04-30,2020,4,30,1,2,200.0,4000.0,1100.0,45.73,2,2,0,2020Q2
203,2020-05-01,2020,5,1,1,1,800.0,15000.0,750.0,45.73,1,1,0,2020Q2
203,2020-05-04,2020,5,4,1,1,1600.0,32000.0,1600.0,45.73,1,1,0,2020Q2
203,2020-05-06,2020,5,6,2,4,50.0,0.0,1400.0,45.73,1,2,0,2020Q2
203,2020-05-07,2020,5,7,3,4,2590.0,50800.0,2300.0,45.73,1,2,0,2020Q2
203,2020-05-12,2020,5,12,1,2,50.0,0.0,2200.0,45.73,1,1,0,2020Q2
203,2020-05-18,2020,5,18,3,3,555.0,10100.0,950.0,45.73,2,3,0,2020Q2
203,2020-05-22,2020,5,22,1,2,150.0,2000.0,1350.0,45.73,1,1,0,2020Q2
203,2020-05-29,2020,5,29,1,2,50.0,0.0,805.0,45.73,1,1,1,2020Q2
203,2020-06-01,2020,6,1,1,1,1450.0,28000.0,1400.0,45.73,1,1,0,2020Q2
203,2020-06-02,2020,6,2,1,1,1700.0,33000.0,1650.0,45.73,1,1,0,2020Q2
203,2020-06-05,2020,6,5,1,2,890.0,17800.0,2890.0,45.73,1,1,0,2020Q2
203,2020-06-08,2020,6,8,1,1,330.0,6600.0,330.0,45.73,1,1,0,2020Q2
203,2020-06-11,2020,6,11,1,1,1800.0,36000.0,1800.0,45.73,1,1,0,2020Q2
203,2020-06-12,2020,6,12,1,1,400.0,8000.0,400.0,45.73,1,1,0,2020Q2
203,2020-06-15,2020,6,15,5,7,2330.0,43600.0,1350.0,45.73,1,4,0,2020Q2
203,2020-06-22,2020,6,22,2,3,1330.1,26602.0,1280.1,45.73,1,2,0,2020Q2
203,2020-06-25,2020,6,25,2,2,575.0,10500.0,600.0,45.73,1,2,0,2020Q2
203,2020-06-26,2020,6,26,2,2,940.0,18800.0,1440.0,45.73,1,2,0,2020Q2
203,2020-06-29,2020,6,29,1,1,300.0,6000.0,300.0,45.73,1,1,0,2020Q2
203,2020-06-30,2020,6,30,2,2,750.0,14000.0,800.0,45.73,1,1,0,2020Q2
203,2020-07-01,2020,7,1,3,4,590.0,10800.0,1250.0,45.73,1,3,0,2020Q3
203,2020-07-02,2020,7,2,1,1,240.0,4800.0,240.0,45.73,1,1,0,2020Q3
203,2020-07-08,2020,7,8,1,1,50.0,1000.0,50.0,45.73,1,1,0,2020Q3
203,2020-07-09,2020,7,9,2,4,150.0,2000.0,2343.0,45.73,2,2,0,2020Q3
203,2020-07-13,2020,7,13,3,3,2635.0,50700.0,1180.0,45.73,1,1,0,2020Q3
203,2020-07-14,2020,7,14,1,1,250.0,5000.0,250.0,45.73,1,1,0,2020Q3
203,2020-07-15,2020,7,15,1,1,1050.0,20000.0,1000.0,45.73,1,1,0,2020Q3
203,2020-07-16,2020,7,16,3,3,1320.0,25400.0,1420.0,45.73,1,2,0,2020Q3
203,2020-07-20,2020,7,20,2,3,2650.0,52000.0,2600.0,45.73,1,1,0,2020Q3
203,2020-07-24,2020,7,24,1,2,800.0,16000.0,2140.0,45.73,1,1,0,2020Q3
203,2020-07-27,2020,7,27,1,1,600.0,12000.0,600.0,45.73,1,1,0,2020Q3
203,2020-07-31,2020,7,31,2,3,900.0,17000.0,800.0,45.73,1,2,0,2020Q3
203,2020-08-03,2020,8,3,2,2,595.0,10900.0,375.0,45.73,1,2,0,2020Q3
203,2020-08-07,2020,8,7,1,2,50.0,0.0,1100.0,45.73,1,1,0,2020Q3
203,2020-08-11,2020,8,11,4,4,3120.0,59400.0,960.0,45.73,2,4,0,2020Q3
203,2020-08-12,2020,8,12,5,8,765.0,13300.0,1440.0,45.73,1,6,0,2020Q3
203,2020-08-13,2020,8,13,2,2,1600.0,31000.0,1400.0,45.73,1,2,0,2020Q3
203,2020-08-14,2020,8,14,1,2,0.0,0.0,2000.0,45.73,1,1,0,2020Q3
203,2020-08-21,2020,8,21,1,1,1050.0,20000.0,1000.0,45.73,1,1,0,2020Q3
203,2020-08-25,2020,8,25,2,2,890.0,17800.0,600.0,45.73,2,2,0,2020Q3
203,2020-08-26,2020,8,26,1,1,382.0,7640.0,382.0,45.73,1,1,0,2020Q3
203,2020-08-28,2020,8,28,4,4,115.0,1300.0,900.0,45.73,1,3,0,2020Q3
203,2020-08-31,2020,8,31,1,2,50.0,0.0,450.0,45.73,1,1,0,2020Q3
203,2020-09-02,2020,9,2,3,5,1050.0,18000.0,1420.0,45.73,2,2,0,2020Q3
203,2020-09-04,2020,9,4,4,4,2691.75,52835.0,1800.0,45.73,1,3,0,2020Q3
203,2020-09-10,2020,9,10,1,1,1025.0,20500.0,1025.0,45.73,1,1,0,2020Q3
203,2020-09-14,2020,9,14,1,1,80.0,1600.0,80.0,45.73,1,1,1,2020Q3
203,2020-09-15,2020,9,15,1,2,50.0,0.0,1250.0,45.73,1,2,0,2020Q3
203,2020-09-17,2020,9,17,1,1,2500.0,49000.0,2450.0,45.73,1,1,0,2020Q3
203,2020-09-21,2020,9,21,2,2,805.0,14100.0,355.0,45.73,1,2,0,2020Q3
203,2020-09-22,2020,9,22,2,2,2035.0,39700.0,1690.0,45.73,1,2,0,2020Q3
203,2020-09-23,2020,9,23,2,4,50.0,0.0,1000.0,45.73,1,2,0,2020Q3
203,2020-09-24,2020,9,24,2,2,1295.0,24900.0,1120.0,45.73,1,2,0,2020Q3
203,2020-09-25,2020,9,25,1,1,180.0,3600.0,180.0,45.73,1,1,1,2020Q3
203,2020-09-29,2020,9,29,2,2,490.0,8800.0,240.0,45.73,1,2,0,2020Q3
203,2020-10-05,2020,10,5,3,3,2390.0,46800.0,1140.0,45.73,1,2,1,2020Q4
203,2020-10-06,2020,10,6,1,1,1370.0,26400.0,1320.0,45.73,1,1,0,2020Q4
203,2020-10-07,2020,10,7,1,2,390.0,7800.0,290.0,45.73,1,1,0,2020Q4
203,2020-10-09,2020,10,9,1,1,300.0,6000.0,300.0,45.73,1,1,1,2020Q4
203,2020-10-12,2020,10,12,1,1,180.0,3600.0,180.0,45.73,1,1,0,2020Q4
203,2020-10-14,2020,10,14,1,1,930.0,17600.0,880.0,45.73,1,1,0,2020Q4
203,2020-10-16,2020,10,16,4,4,641.25,12825.0,346.25,45.73,1,3,0,2020Q4
203,2020-10-19,2020,10,19,1,1,750.0,14000.0,700.0,45.73,1,1,0,2020Q4
203,2020-10-21,2020,10,21,1,1,1150.0,23000.0,1150.0,45.73,1,1,0,2020Q4
203,2020-10-22,2020,10,22,1,1,850.0,16000.0,800.0,45.73,1,1,0,2020Q4
203,2020-10-23,2020,10,23,2,2,1500.0,29000.0,1250.0,45.73,1,2,1,2020Q4
203,2020-10-26,2020,10,26,2,2,1100.0,20000.0,650.0,45.73,1,2,0,2020Q4
203,2020-10-28,2020,10,28,1,1,170.0,3400.0,170.0,45.73,1,1,0,2020Q4
203,2020-11-02,2020,11,2,1,1,930.0,18600.0,930.0,45.73,1,1,0,2020Q4
203,2020-11-03,2020,11,3,2,2,600.0,11000.0,450.0,45.73,1,1,0,2020Q4
203,2020-11-09,2020,11,9,1,1,450.0,8000.0,400.0,45.73,1,1,0,2020Q4
203,2020-11-10,2020,11,10,2,2,4000.0,79000.0,2670.0,45.73,1,2,0,2020Q4
203,2020-11-12,2020,11,12,1,1,680.0,13600.0,680.0,45.73,1,1,0,2020Q4
203,2020-11-13,2020,11,13,1,1,1590.0,31800.0,1590.0,45.73,1,1,0,2020Q4
203,2020-11-18,2020,11,18,1,1,910.0,18200.0,910.0,45.73,1,1,0,2020Q4
203,2020-11-23,2020,11,23,1,1,1850.0,36000.0,1800.0,45.73,1,1,0,2020Q4
203,2020-11-24,2020,11,24,1,1,1450.0,28000.0,1400.0,45.73,1,1,0,2020Q4
203,2020-11-25,2020,11,25,1,1,950.0,18000.0,900.0,45.73,1,1,0,2020Q4
203,2020-12-02,2020,12,2,1,1,50.0,1000.0,50.0,45.73,1,1,0,2020Q4
203,2020-12-07,2020,12,7,4,4,2882.0,55640.0,2210.0,45.73,1,3,0,2020Q4
203,2020-12-08,2020,12,8,2,2,1877.7,36554.0,1300.0,45.73,2,2,0,2020Q4
203,2020-12-11,2020,12,11,3,3,2352.15,46043.0,1350.0,45.73,1,2,1,2020Q4
203,2020-12-21,2020,12,21,3,3,2805.0,54100.0,1380.0,45.73,1,3,0,2020Q4
203,2020-12-30,2020,12,30,1,1,150.0,2000.0,100.0,45.73,1,1,0,2020Q4
203,2021-01-08,2021,1,8,2,2,780.0,14600.0,600.0,45.73,1,2,0,2021Q1
203,2021-01-11,2021,1,11,3,3,2837.5,54750.0,1050.0,45.73,1,3,0,2021Q1
203,2021-01-13,2021,1,13,1,1,1590.0,30800.0,1540.0,45.73,1,1,0,2021Q1
203,2021-01-14,2021,1,14,2,3,790.0,13800.0,1200.0,45.73,1,2,0,2021Q1
203,2021-01-15,2021,1,15,1,1,900.0,18000.0,900.0,45.73,1,1,0,2021Q1
203,2021-01-18,2021,1,18,1,2,150.0,2000.0,1000.0,45.73,1,1,0,2021Q1
203,2021-01-20,2021,1,20,4,4,4195.0,82900.0,1990.0,45.73,1,3,0,2021Q1
203,2021-01-22,2021,1,22,3,3,1865.0,36300.0,1040.0,45.73,1,3,0,2021Q1
203,2021-01-25,2021,1,25,3,3,3585.0,70700.0,1325.0,45.73,1,2,0,2021Q1
203,2021-01-26,2021,1,26,2,2,580.0,10600.0,1250.0,45.73,1,1,0,2021Q1
203,2021-01-27,2021,1,27,1,1,240.0,4800.0,240.0,45.73,1,1,0,2021Q1
203,2021-01-28,2021,1,28,1,1,200.0,4000.0,200.0,45.73,1,1,0,2021Q1
203,2021-01-29,2021,1,29,1,1,795.0,12900.0,215.0,45.73,1,1,0,2021Q1
203,2021-02-01,2021,2,1,2,2,2000.0,38000.0,1150.0,45.73,2,2,0,2021Q1
203,2021-02-03,2021,2,3,1,1,1490.0,28800.0,1440.0,45.73,1,1,0,2021Q1
203,2021-02-04,2021,2,4,3,3,3431.25,65625.0,1500.0,45.73,1,3,0,2021Q1
203,2021-02-05,2021,2,5,4,4,3250.0,63000.0,1350.0,45.73,1,4,0,2021Q1
203,2021-02-08,2021,2,8,2,2,2440.0,47800.0,1340.0,45.73,1,2,0,2021Q1
203,2021-02-09,2021,2,9,1,1,1650.0,32000.0,1600.0,45.73,1,1,0,2021Q1
203,2021-02-11,2021,2,11,1,1,300.0,6000.0,300.0,45.73,1,1,0,2021Q1
203,2021-02-12,2021,2,12,3,3,1839.35,35787.0,800.0,45.73,1,2,0,2021Q1
203,2021-02-15,2021,2,15,1,1,950.0,18000.0,900.0,45.73,1,1,0,2021Q1
203,2021-02-17,2021,2,17,2,2,1200.0,23000.0,900.0,45.73,1,2,0,2021Q1
203,2021-02-19,2021,2,19,2,3,1434.0,27680.0,1570.0,45.73,1,2,0,2021Q1
203,2021-02-22,2021,2,22,1,1,1950.0,39000.0,1950.0,45.73,1,1,0,2021Q1
203,2021-02-25,2021,2,25,2,2,1780.0,35600.0,1440.0,45.73,1,1,0,2021Q1
203,2021-03-01,2021,3,1,3,3,3605.0,71100.0,2700.0,45.73,1,3,0,2021Q1
203,2021-03-04,2021,3,4,1,1,1350.0,27000.0,1350.0,45.73,1,1,0,2021Q1
203,2021-03-09,2021,3,9,1,1,950.0,18000.0,900.0,45.73,1,1,0,2021Q1
203,2021-03-12,2021,3,12,3,3,2445.0,46900.0,1445.0,45.73,2,3,0,2021Q1
203,2021-03-17,2021,3,17,1,1,650.0,12000.0,600.0,45.73,1,1,0,2021Q1
203,2021-03-18,2021,3,18,1,2,250.0,4000.0,1060.0,45.73,1,1,0,2021Q1
203,2021-03-19,2021,3,19,2,2,1161.45,23229.0,800.0,45.73,1,1,0,2021Q1
203,2021-03-22,2021,3,22,5,6,1550.35,28007.0,2900.0,45.73,3,4,0,2021Q1
203,2021-03-23,2021,3,23,3,4,845.0,15900.0,1050.0,45.73,2,3,0,2021Q1
203,2021-03-24,2021,3,24,1,1,670.0,12400.0,620.0,45.73,1,1,0,2021Q1
203,2021-03-26,2021,3,26,1,1,550.0,10000.0,500.0,45.73,1,1,0,2021Q1
203,2021-03-29,2021,3,29,1,1,1450.0,28000.0,1400.0,45.73,1,1,0,2021Q1
203,2021-03-30,2021,3,30,5,6,4235.0,81700.0,1290.0,45.73,1,3,0,2021Q1
203,2021-04-02,2021,4,2,3,3,2500.0,47000.0,1250.0,45.73,2,2,0,2021Q2
203,2021-04-06,2021,4,6,6,7,3870.0,74400.0,1630.0,45.73,2,5,0,2021Q2
203,2021-04-07,2021,4,7,1,1,750.0,14000.0,700.0,45.73,1,1,0,2021Q2
203,2021-04-12,2021,4,12,1,1,1300.0,25000.0,1250.0,45.73,1,1,0,2021Q2
203,2021-04-13,2021,4,13,3,3,1950.0,37000.0,900.0,45.73,1,3,0,2021Q2
203,2021-04-14,2021,4,14,3,3,3375.0,65500.0,1950.0,45.73,1,2,0,2021Q2
203,2021-04-16,2021,4,16,1,1,2850.0,56000.0,2800.0,45.73,1,1,0,2021Q2
203,2021-04-19,2021,4,19,3,3,2700.0,52000.0,950.0,45.73,1,1,0,2021Q2
203,2021-04-23,2021,4,23,1,2,150.0,3000.0,850.0,45.73,1,1,0,2021Q2
203,2021-04-27,2021,4,27,1,1,1300.0,25000.0,1250.0,45.73,1,1,0,2021Q2
203,2021-04-30,2021,4,30,1,1,2531.0,49620.0,2481.0,45.73,1,1,1,2021Q2
203,2021-05-03,2021,5,3,4,4,4210.0,82200.0,1850.0,45.73,1,3,0,2021Q2
203,2021-05-04,2021,5,4,1,1,990.0,19800.0,990.0,45.73,1,1,0,2021Q2
203,2021-05-05,2021,5,5,3,5,1280.0,23600.0,425.0,45.73,1,1,0,2021Q2
203,2021-05-06,2021,5,6,2,3,1440.0,26800.0,1340.0,45.73,1,1,0,2021Q2
203,2021-05-18,2021,5,18,5,5,1043.0,20860.0,370.0,45.73,1,4,0,2021Q2
203,2021-05-19,2021,5,19,1,1,290.0,5800.0,290.0,45.73,1,1,0,2021Q2
203,2021-05-20,2021,5,20,2,2,4300.0,84000.0,3050.0,45.73,1,1,0,2021Q2
203,2021-05-21,2021,5,21,2,2,850.0,16000.0,600.0,45.73,2,2,1,2021Q2
203,2021-05-24,2021,5,24,4,4,2715.0,53300.0,2050.0,45.73,1,3,0,2021Q2
203,2021-05-25,2021,5,25,3,3,1140.0,18800.0,180.0,45.73,1,2,0,2021Q2
203,2021-05-26,2021,5,26,2,2,775.02,14500.4,400.0,45.73,1,2,0,2021Q2
203,2021-05-28,2021,5,28,1,1,1500.0,29000.0,1450.0,45.73,1,1,0,2021Q2
203,2021-06-02,2021,6,2,1,1,200.0,4000.0,200.0,45.73,1,1,0,2021Q2
203,2021-06-04,2021,6,4,1,1,4420.0,86400.0,2160.0,45.73,1,1,0,2021Q2
203,2021-06-07,2021,6,7,4,4,2627.0,51540.0,2352.0,45.73,1,3,0,2021Q2
203,2021-06-08,2021,6,8,1,1,1425.0,28500.0,1425.0,45.73,1,1,0,2021Q2
203,2021-06-14,2021,6,14,2,2,1195.0,23900.0,1620.0,45.73,1,2,0,2021Q2
